,date,teamAway,teamHome,attendance
448,16/02/2022,Washington Wizards,Indiana Pacers,14540
449,16/02/2022,Utah Jazz,Los Angeles Lakers,17787
450,16/02/2022,Portland Trail Blazers,Memphis Grizzlies,16834
451,16/02/2022,Toronto Raptors,Minnesota Timberwolves,15982
452,16/02/2022,Brooklyn Nets,New York Knicks,18916
453,16/02/2022,San Antonio Spurs,Oklahoma City Thunder,14920
454,16/02/2022,Atlanta Hawks,Orlando Magic,14398
455,16/02/2022,Houston Rockets,Phoenix Suns,17071
456,15/02/2022,Cleveland Cavaliers,Atlanta Hawks,15947
457,15/02/2022,Dallas Mavericks,Miami Heat,19600
458,15/02/2022,Indiana Pacers,Milwaukee Bucks,17341
459,15/02/2022,Charlotte Hornets,Minnesota Timberwolves,17136
460,15/02/2022,Memphis Grizzlies,New Orleans Pelicans,15901
461,15/02/2022,Boston Celtics,Philadelphia 76ers,20960
462,15/02/2022,Los Angeles Clippers,Phoenix Suns,17071
463,14/02/2022,Sacramento Kings,Brooklyn Nets,16873
464,14/02/2022,San Antonio Spurs,Chicago Bulls,21153
465,14/02/2022,Orlando Magic,Denver Nuggets,15025
466,14/02/2022,Golden State Warriors,Los Angeles Clippers,19068
467,14/02/2022,Portland Trail Blazers,Milwaukee Bucks,17341
468,14/02/2022,Toronto Raptors,New Orleans Pelicans,15319
469,14/02/2022,Oklahoma City Thunder,New York Knicks,18433
470,14/02/2022,Houston Rockets,Utah Jazz,18306
471,14/02/2022,Detroit Pistons,Washington Wizards,10793
472,13/02/2022,Atlanta Hawks,Boston Celtics,19156
473,13/02/2022,Minnesota Timberwolves,Indiana Pacers,13532
474,12/02/2022,Oklahoma City Thunder,Chicago Bulls,20072
475,12/02/2022,Memphis Grizzlies,Charlotte Hornets,19454
476,12/02/2022,Los Angeles Clippers,Dallas Mavericks,20028
477,12/02/2022,Los Angeles Lakers,Golden State Warriors,18064
478,12/02/2022,Brooklyn Nets,Miami Heat,19600
479,12/02/2022,San Antonio Spurs,New Orleans Pelicans,16615
480,12/02/2022,Cleveland Cavaliers,Philadelphia 76ers,21057
481,12/02/2022,Orlando Magic,Phoenix Suns,17071
482,12/02/2022,New York Knicks,Portland Trail Blazers,18521
483,12/02/2022,Denver Nuggets,Toronto Raptors,0
484,12/02/2022,Sacramento Kings,Washington Wizards,14169
485,11/02/2022,San Antonio Spurs,Atlanta Hawks,17234
486,11/02/2022,Denver Nuggets,Boston Celtics,19156
487,11/02/2022,Minnesota Timberwolves,Chicago Bulls,20092
488,11/02/2022,Charlotte Hornets,Detroit Pistons,20088
489,11/02/2022,Cleveland Cavaliers,Indiana Pacers,15075
490,11/02/2022,Oklahoma City Thunder,Philadelphia 76ers,20669
491,11/02/2022,Orlando Magic,Utah Jazz,18306
492,10/02/2022,Los Angeles Clippers,Dallas Mavericks,19532
493,10/02/2022,Memphis Grizzlies,Detroit Pistons,18744
494,10/02/2022,New York Knicks,Golden State Warriors,18064
495,10/02/2022,Toronto Raptors,Houston Rockets,16129
496,10/02/2022,Miami Heat,New Orleans Pelicans,16672
497,10/02/2022,Milwaukee Bucks,Phoenix Suns,17071
498,10/02/2022,Brooklyn Nets,Washington Wizards,15204
499,09/02/2022,Chicago Bulls,Charlotte Hornets,19099
500,09/02/2022,San Antonio Spurs,Cleveland Cavaliers,19432
501,09/02/2022,Toronto Raptors,Oklahoma City Thunder,13858
502,09/02/2022,Los Angeles Lakers,Portland Trail Blazers,19393
503,09/02/2022,Minnesota Timberwolves,Sacramento Kings,12527
504,09/02/2022,Golden State Warriors,Utah Jazz,18306
505,08/02/2022,Indiana Pacers,Atlanta Hawks,14265
506,08/02/2022,Boston Celtics,Brooklyn Nets,17732
507,08/02/2022,Detroit Pistons,Dallas Mavericks,19200
508,08/02/2022,New York Knicks,Denver Nuggets,15093
509,08/02/2022,Milwaukee Bucks,Los Angeles Lakers,18997
510,08/02/2022,Los Angeles Clippers,Memphis Grizzlies,16101
511,08/02/2022,Houston Rockets,New Orleans Pelicans,15121
512,08/02/2022,Phoenix Suns,Philadelphia 76ers,20720
513,08/02/2022,Orlando Magic,Portland Trail Blazers,16024
514,08/02/2022,Minnesota Timberwolves,Sacramento Kings,12409
515,07/02/2022,Phoenix Suns,Chicago Bulls,20615
516,07/02/2022,Toronto Raptors,Charlotte Hornets,14102
517,07/02/2022,Golden State Warriors,Oklahoma City Thunder,17009
518,07/02/2022,New York Knicks,Utah Jazz,18306
519,07/02/2022,Miami Heat,Washington Wizards,14222
520,06/02/2022,Philadelphia 76ers,Chicago Bulls,20233
521,06/02/2022,Indiana Pacers,Cleveland Cavaliers,19432
522,06/02/2022,Atlanta Hawks,Dallas Mavericks,19887
523,06/02/2022,Brooklyn Nets,Denver Nuggets,18241
524,06/02/2022,New Orleans Pelicans,Houston Rockets,15702
525,06/02/2022,Milwaukee Bucks,Los Angeles Clippers,17395
526,06/02/2022,Detroit Pistons,Minnesota Timberwolves,16487
527,06/02/2022,Boston Celtics,Orlando Magic,14402
528,05/02/2022,Miami Heat,Charlotte Hornets,19420
529,05/02/2022,New York Knicks,Los Angeles Lakers,18997
530,05/02/2022,Memphis Grizzlies,Orlando Magic,18846
531,05/02/2022,Milwaukee Bucks,Portland Trail Blazers,19393
532,05/02/2022,Oklahoma City Thunder,Sacramento Kings,14097
533,05/02/2022,Phoenix Suns,Washington Wizards,18058
534,04/02/2022,Cleveland Cavaliers,Charlotte Hornets,17733
535,04/02/2022,Philadelphia 76ers,Dallas Mavericks,19200
536,04/02/2022,New Orleans Pelicans,Denver Nuggets,16152
537,04/02/2022,Boston Celtics,Detroit Pistons,17584
538,04/02/2022,Chicago Bulls,Indiana Pacers,16355
539,04/02/2022,Oklahoma City Thunder,Portland Trail Blazers,15329
540,04/02/2022,Houston Rockets,San Antonio Spurs,15344
541,04/02/2022,Atlanta Hawks,Toronto Raptors,0
542,04/02/2022,Brooklyn Nets,Utah Jazz,18306
543,03/02/2022,Phoenix Suns,Atlanta Hawks,16958
544,03/02/2022,Minnesota Timberwolves,Detroit Pistons,15523
545,03/02/2022,Sacramento Kings,Golden State Warriors,18064
546,03/02/2022,Los Angeles Lakers,Los Angeles Clippers,19068
547,03/02/2022,Miami Heat,San Antonio Spurs,14971
548,03/02/2022,Chicago Bulls,Toronto Raptors,0
549,02/02/2022,Charlotte Hornets,Boston Celtics,19156
550,02/02/2022,Oklahoma City Thunder,Dallas Mavericks,19200
551,02/02/2022,Cleveland Cavaliers,Houston Rockets,14163
552,02/02/2022,Orlando Magic,Indiana Pacers,14528
553,02/02/2022,Portland Trail Blazers,Los Angeles Lakers,17259
554,02/02/2022,Memphis Grizzlies,New York Knicks,19812
555,02/02/2022,Washington Wizards,Philadelphia 76ers,20089
556,02/02/2022,Brooklyn Nets,Sacramento Kings,13153
557,02/02/2022,Denver Nuggets,Utah Jazz,18306
558,01/02/2022,Orlando Magic,Chicago Bulls,20217
559,01/02/2022,New Orleans Pelicans,Detroit Pistons,15499
560,01/02/2022,Washington Wizards,Milwaukee Bucks,17341
561,01/02/2022,Denver Nuggets,Minnesota Timberwolves,15839
562,01/02/2022,Brooklyn Nets,Phoenix Suns,17071
563,01/02/2022,Golden State Warriors,San Antonio Spurs,17070
564,01/02/2022,Miami Heat,Toronto Raptors,0
565,31/01/2022,Toronto Raptors,Atlanta Hawks,14168
566,31/01/2022,Miami Heat,Boston Celtics,19156
567,31/01/2022,New Orleans Pelicans,Cleveland Cavaliers,17637
568,31/01/2022,Golden State Warriors,Houston Rockets,16146
569,31/01/2022,Los Angeles Clippers,Indiana Pacers,14629
570,31/01/2022,Sacramento Kings,New York Knicks,15925
571,31/01/2022,Portland Trail Blazers,Oklahoma City Thunder,13812
572,31/01/2022,Memphis Grizzlies,Philadelphia 76ers,20424
573,30/01/2022,Los Angeles Lakers,Atlanta Hawks,17391
574,30/01/2022,Portland Trail Blazers,Chicago Bulls,19521
575,30/01/2022,Los Angeles Clippers,Charlotte Hornets,18674
576,30/01/2022,Cleveland Cavaliers,Detroit Pistons,16811
577,30/01/2022,Denver Nuggets,Milwaukee Bucks,17341
578,30/01/2022,Utah Jazz,Minnesota Timberwolves,10407
579,30/01/2022,Dallas Mavericks,Orlando Magic,13376
580,30/01/2022,San Antonio Spurs,Phoenix Suns,17071
581,29/01/2022,Indiana Pacers,Dallas Mavericks,19831
582,29/01/2022,Brooklyn Nets,Golden State Warriors,18064
583,29/01/2022,Washington Wizards,Memphis Grizzlies,17135
584,29/01/2022,Toronto Raptors,Miami Heat,19600
585,29/01/2022,Boston Celtics,New Orleans Pelicans,16168
586,29/01/2022,Sacramento Kings,Philadelphia 76ers,20380
587,28/01/2022,Boston Celtics,Atlanta Hawks,16932
588,28/01/2022,Los Angeles Lakers,Charlotte Hornets,19469
589,28/01/2022,Portland Trail Blazers,Houston Rockets,16100
590,28/01/2022,Utah Jazz,Memphis Grizzlies,16916
591,28/01/2022,Los Angeles Clippers,Miami Heat,19600
592,28/01/2022,New York Knicks,Milwaukee Bucks,17341
593,28/01/2022,Denver Nuggets,New Orleans Pelicans,15254
594,28/01/2022,Indiana Pacers,Oklahoma City Thunder,15106
595,28/01/2022,Detroit Pistons,Orlando Magic,13156
596,28/01/2022,Minnesota Timberwolves,Phoenix Suns,17071
597,28/01/2022,Chicago Bulls,San Antonio Spurs,18354
598,27/01/2022,Minnesota Timberwolves,Golden State Warriors,18064
599,27/01/2022,Los Angeles Lakers,Philadelphia 76ers,20953
600,26/01/2022,Sacramento Kings,Atlanta Hawks,15080
601,26/01/2022,Denver Nuggets,Brooklyn Nets,18011
602,26/01/2022,Toronto Raptors,Chicago Bulls,20269
603,26/01/2022,Milwaukee Bucks,Cleveland Cavaliers,18904
604,26/01/2022,Charlotte Hornets,Indiana Pacers,14116
605,26/01/2022,New York Knicks,Miami Heat,19600
606,26/01/2022,Los Angeles Clippers,Orlando Magic,12448
607,26/01/2022,Dallas Mavericks,Portland Trail Blazers,16334
608,26/01/2022,Memphis Grizzlies,San Antonio Spurs,14662
609,26/01/2022,Phoenix Suns,Utah Jazz,18306
610,25/01/2022,Sacramento Kings,Boston Celtics,19156
611,25/01/2022,Los Angeles Lakers,Brooklyn Nets,18126
612,25/01/2022,Denver Nuggets,Detroit Pistons,16023
613,25/01/2022,Dallas Mavericks,Golden State Warriors,18064
614,25/01/2022,San Antonio Spurs,Houston Rockets,15007
615,25/01/2022,New Orleans Pelicans,Philadelphia 76ers,20121
616,25/01/2022,Minnesota Timberwolves,Portland Trail Blazers,16422
617,25/01/2022,Charlotte Hornets,Toronto Raptors,0
618,25/01/2022,Los Angeles Clippers,Washington Wizards,13544
619,24/01/2022,New York Knicks,Cleveland Cavaliers,17321
620,24/01/2022,Indiana Pacers,New Orleans Pelicans,15581
621,24/01/2022,Chicago Bulls,Oklahoma City Thunder,14378
622,24/01/2022,Utah Jazz,Phoenix Suns,17071
623,23/01/2022,Atlanta Hawks,Charlotte Hornets,15822
624,23/01/2022,Memphis Grizzlies,Dallas Mavericks,19701
625,23/01/2022,Detroit Pistons,Denver Nuggets,14060
626,23/01/2022,Utah Jazz,Golden State Warriors,18064
627,23/01/2022,Los Angeles Lakers,Miami Heat,19973
628,23/01/2022,Brooklyn Nets,Minnesota Timberwolves,16475
629,23/01/2022,Los Angeles Clippers,New York Knicks,19812
630,23/01/2022,Chicago Bulls,Orlando Magic,18846
631,23/01/2022,Philadelphia 76ers,San Antonio Spurs,16437
632,23/01/2022,Portland Trail Blazers,Toronto Raptors,0
633,23/01/2022,Boston Celtics,Washington Wizards,16371
634,22/01/2022,Oklahoma City Thunder,Cleveland Cavaliers,19432
635,22/01/2022,Sacramento Kings,Milwaukee Bucks,17341
636,22/01/2022,Indiana Pacers,Phoenix Suns,17071
637,21/01/2022,Miami Heat,Atlanta Hawks,16385
638,21/01/2022,Portland Trail Blazers,Boston Celtics,19156
639,21/01/2022,Oklahoma City Thunder,Charlotte Hornets,15835
640,21/01/2022,Memphis Grizzlies,Denver Nuggets,17009
641,21/01/2022,Houston Rockets,Golden State Warriors,18064
642,21/01/2022,Chicago Bulls,Milwaukee Bucks,18013
643,21/01/2022,Los Angeles Lakers,Orlando Magic,18846
644,21/01/2022,Los Angeles Clippers,Philadelphia 76ers,20182
645,21/01/2022,Brooklyn Nets,San Antonio Spurs,15068
646,21/01/2022,Detroit Pistons,Utah Jazz,18306
647,21/01/2022,Toronto Raptors,Washington Wizards,14755
648,20/01/2022,Phoenix Suns,Dallas Mavericks,18306
649,20/01/2022,Indiana Pacers,Golden State Warriors,18064
650,20/01/2022,New Orleans Pelicans,New York Knicks,16168
651,19/01/2022,Minnesota Timberwolves,Atlanta Hawks,15199
652,19/01/2022,Charlotte Hornets,Boston Celtics,19156
653,19/01/2022,Cleveland Cavaliers,Chicago Bulls,20824
654,19/01/2022,Toronto Raptors,Dallas Mavericks,19218
655,19/01/2022,Los Angeles Clippers,Denver Nuggets,14547
656,19/01/2022,Indiana Pacers,Los Angeles Lakers,17818
657,19/01/2022,Portland Trail Blazers,Miami Heat,19600
658,19/01/2022,Memphis Grizzlies,Milwaukee Bucks,17341
659,19/01/2022,Orlando Magic,Philadelphia 76ers,20081
660,19/01/2022,Detroit Pistons,Sacramento Kings,12907
661,19/01/2022,Oklahoma City Thunder,San Antonio Spurs,11848
662,19/01/2022,Houston Rockets,Utah Jazz,18306
663,19/01/2022,Brooklyn Nets,Washington Wizards,15380
664,18/01/2022,Detroit Pistons,Golden State Warriors,18064
665,18/01/2022,Minnesota Timberwolves,New York Knicks,16071
666,17/01/2022,Milwaukee Bucks,Atlanta Hawks,16903
667,17/01/2022,New Orleans Pelicans,Boston Celtics,19156
668,17/01/2022,Brooklyn Nets,Cleveland Cavaliers,18105
669,17/01/2022,Oklahoma City Thunder,Dallas Mavericks,19266
670,17/01/2022,Indiana Pacers,Los Angeles Clippers,15080
671,17/01/2022,Utah Jazz,Los Angeles Lakers,17238
672,17/01/2022,Chicago Bulls,Memphis Grizzlies,17794
673,17/01/2022,Toronto Raptors,Miami Heat,19600
674,17/01/2022,Charlotte Hornets,New York Knicks,19812
675,17/01/2022,Portland Trail Blazers,Orlando Magic,13648
676,17/01/2022,Phoenix Suns,San Antonio Spurs,10422
677,17/01/2022,Philadelphia 76ers,Washington Wizards,14581
678,16/01/2022,Utah Jazz,Denver Nuggets,15647
679,16/01/2022,Phoenix Suns,Detroit Pistons,18178
680,16/01/2022,Golden State Warriors,Minnesota Timberwolves,17136
681,16/01/2022,Houston Rockets,Sacramento Kings,13601
682,15/01/2022,New York Knicks,Atlanta Hawks,16414
683,15/01/2022,Chicago Bulls,Boston Celtics,19156
684,15/01/2022,New Orleans Pelicans,Brooklyn Nets,17034
685,15/01/2022,Orlando Magic,Dallas Mavericks,19816
686,15/01/2022,Los Angeles Lakers,Denver Nuggets,19520
687,15/01/2022,Philadelphia 76ers,Miami Heat,19600
688,15/01/2022,Toronto Raptors,Milwaukee Bucks,17341
689,15/01/2022,Cleveland Cavaliers,Oklahoma City Thunder,15284
690,15/01/2022,Los Angeles Clippers,San Antonio Spurs,13223
691,15/01/2022,Portland Trail Blazers,Washington Wizards,15124
692,14/01/2022,Golden State Warriors,Chicago Bulls,21174
693,14/01/2022,Orlando Magic,Charlotte Hornets,16011
694,14/01/2022,Toronto Raptors,Detroit Pistons,18011
695,14/01/2022,Phoenix Suns,Indiana Pacers,14019
696,14/01/2022,Dallas Mavericks,Memphis Grizzlies,16712
697,14/01/2022,Atlanta Hawks,Miami Heat,19600
698,14/01/2022,Boston Celtics,Philadelphia 76ers,20444
699,14/01/2022,Houston Rockets,Sacramento Kings,12857
700,14/01/2022,Cleveland Cavaliers,San Antonio Spurs,12160
701,13/01/2022,Oklahoma City Thunder,Brooklyn Nets,16964
702,13/01/2022,Portland Trail Blazers,Denver Nuggets,14972
703,13/01/2022,Minnesota Timberwolves,Memphis Grizzlies,15881
704,13/01/2022,Golden State Warriors,Milwaukee Bucks,17848
705,13/01/2022,Los Angeles Clippers,New Orleans Pelicans,15406
706,12/01/2022,Miami Heat,Atlanta Hawks,15355
707,12/01/2022,Brooklyn Nets,Chicago Bulls,21698
708,12/01/2022,Boston Celtics,Indiana Pacers,13560
709,12/01/2022,Dallas Mavericks,New York Knicks,18215
710,12/01/2022,Charlotte Hornets,Philadelphia 76ers,20317
711,12/01/2022,Los Angeles Lakers,Sacramento Kings,12199
712,12/01/2022,Houston Rockets,San Antonio Spurs,11314
713,12/01/2022,Cleveland Cavaliers,Utah Jazz,18306
714,12/01/2022,Orlando Magic,Washington Wizards,13138
715,11/01/2022,Detroit Pistons,Chicago Bulls,19886
716,11/01/2022,Denver Nuggets,Los Angeles Clippers,15077
717,11/01/2022,Golden State Warriors,Memphis Grizzlies,17794
718,11/01/2022,Minnesota Timberwolves,New Orleans Pelicans,15155
719,11/01/2022,Phoenix Suns,Toronto Raptors,0
720,11/01/2022,Oklahoma City Thunder,Washington Wizards,13985
721,10/01/2022,Indiana Pacers,Boston Celtics,19156
722,10/01/2022,Milwaukee Bucks,Charlotte Hornets,14253
723,10/01/2022,Utah Jazz,Detroit Pistons,17834
724,10/01/2022,Philadelphia 76ers,Houston Rockets,13593
725,10/01/2022,San Antonio Spurs,New York Knicks,16569
726,10/01/2022,Brooklyn Nets,Portland Trail Blazers,16379
727,10/01/2022,Cleveland Cavaliers,Sacramento Kings,12110
728,09/01/2022,San Antonio Spurs,Brooklyn Nets,15606
729,09/01/2022,Chicago Bulls,Dallas Mavericks,20041
730,09/01/2022,Cleveland Cavaliers,Golden State Warriors,18064
731,09/01/2022,Minnesota Timberwolves,Houston Rockets,15277
732,09/01/2022,Atlanta Hawks,Los Angeles Clippers,14836
733,09/01/2022,Memphis Grizzlies,Los Angeles Lakers,18288
734,09/01/2022,Denver Nuggets,Oklahoma City Thunder,14772
735,09/01/2022,Washington Wizards,Orlando Magic,13223
736,09/01/2022,Sacramento Kings,Portland Trail Blazers,16408
737,09/01/2022,New Orleans Pelicans,Toronto Raptors,0
738,08/01/2022,New York Knicks,Boston Celtics,19156
739,08/01/2022,Milwaukee Bucks,Charlotte Hornets,19139
740,08/01/2022,Orlando Magic,Detroit Pistons,18644
741,08/01/2022,Utah Jazz,Indiana Pacers,13160
742,08/01/2022,Memphis Grizzlies,Los Angeles Clippers,17936
743,08/01/2022,Miami Heat,Phoenix Suns,17071
744,07/01/2022,Milwaukee Bucks,Brooklyn Nets,17732
745,07/01/2022,Washington Wizards,Chicago Bulls,21700
746,07/01/2022,Sacramento Kings,Denver Nuggets,15966
747,07/01/2022,Dallas Mavericks,Houston Rockets,15238
748,07/01/2022,Atlanta Hawks,Los Angeles Lakers,18997
749,07/01/2022,Minnesota Timberwolves,Oklahoma City Thunder,14874
750,07/01/2022,San Antonio Spurs,Philadelphia 76ers,20265
751,07/01/2022,Cleveland Cavaliers,Portland Trail Blazers,16708
752,07/01/2022,Utah Jazz,Toronto Raptors,0
753,06/01/2022,Detroit Pistons,Memphis Grizzlies,12983
754,06/01/2022,Golden State Warriors,New Orleans Pelicans,15986
755,06/01/2022,Boston Celtics,New York Knicks,17529
756,06/01/2022,Los Angeles Clippers,Phoenix Suns,17071
757,05/01/2022,San Antonio Spurs,Boston Celtics,19156
758,05/01/2022,Detroit Pistons,Charlotte Hornets,14427
759,05/01/2022,Golden State Warriors,Dallas Mavericks,20441
760,05/01/2022,Utah Jazz,Denver Nuggets,14056
761,05/01/2022,Brooklyn Nets,Indiana Pacers,14176
762,05/01/2022,Toronto Raptors,Milwaukee Bucks,17341
763,05/01/2022,Oklahoma City Thunder,Minnesota Timberwolves,14375
764,05/01/2022,Philadelphia 76ers,Orlando Magic,13116
765,05/01/2022,Miami Heat,Portland Trail Blazers,15773
766,05/01/2022,Atlanta Hawks,Sacramento Kings,13104
767,05/01/2022,Houston Rockets,Washington Wizards,13014
768,04/01/2022,Memphis Grizzlies,Cleveland Cavaliers,18178
769,04/01/2022,Sacramento Kings,Los Angeles Lakers,17919
770,04/01/2022,Phoenix Suns,New Orleans Pelicans,15158
771,04/01/2022,Indiana Pacers,New York Knicks,18449
772,04/01/2022,San Antonio Spurs,Toronto Raptors,0
773,03/01/2022,Memphis Grizzlies,Brooklyn Nets,17089
774,03/01/2022,Orlando Magic,Chicago Bulls,20502
775,03/01/2022,Denver Nuggets,Dallas Mavericks,19767
776,03/01/2022,Miami Heat,Golden State Warriors,18064
777,03/01/2022,Minnesota Timberwolves,Los Angeles Clippers,15959
778,03/01/2022,Detroit Pistons,Milwaukee Bucks,17341
779,03/01/2022,Utah Jazz,New Orleans Pelicans,15057
780,03/01/2022,Houston Rockets,Philadelphia 76ers,20026
781,03/01/2022,Atlanta Hawks,Portland Trail Blazers,15091
782,03/01/2022,Charlotte Hornets,Washington Wizards,8902
783,02/01/2022,Orlando Magic,Boston Celtics,19156
784,02/01/2022,Phoenix Suns,Charlotte Hornets,19088
785,02/01/2022,Indiana Pacers,Cleveland Cavaliers,17808
786,02/01/2022,Minnesota Timberwolves,Los Angeles Lakers,18343
787,02/01/2022,Dallas Mavericks,Oklahoma City Thunder,14751
788,02/01/2022,Miami Heat,Sacramento Kings,13699
789,02/01/2022,New York Knicks,Toronto Raptors,0
790,01/01/2022,Los Angeles Clippers,Brooklyn Nets,17732
791,01/01/2022,San Antonio Spurs,Detroit Pistons,18911
792,01/01/2022,Denver Nuggets,Houston Rockets,18055
793,01/01/2022,New Orleans Pelicans,Milwaukee Bucks,17341
794,01/01/2022,Golden State Warriors,Utah Jazz,18306
795,01/01/2022,Chicago Bulls,Washington Wizards,19043
796,31/12/2021,Phoenix Suns,Boston Celtics,19156
797,31/12/2021,Atlanta Hawks,Cleveland Cavaliers,17745
798,31/12/2021,Miami Heat,Houston Rockets,16197
799,31/12/2021,Chicago Bulls,Indiana Pacers,17515
800,31/12/2021,Portland Trail Blazers,Los Angeles Lakers,18997
801,31/12/2021,San Antonio Spurs,Memphis Grizzlies,15412
802,31/12/2021,New York Knicks,Oklahoma City Thunder,16451
803,31/12/2021,Dallas Mavericks,Sacramento Kings,15833
804,31/12/2021,Los Angeles Clippers,Toronto Raptors,0
805,31/12/2021,Minnesota Timberwolves,Utah Jazz,18306
806,30/12/2021,Philadelphia 76ers,Brooklyn Nets,17920
807,30/12/2021,Milwaukee Bucks,Orlando Magic,15855
808,30/12/2021,Cleveland Cavaliers,Washington Wizards,15637
809,29/12/2021,Los Angeles Clippers,Boston Celtics,19156
810,29/12/2021,Atlanta Hawks,Chicago Bulls,21372
811,29/12/2021,New York Knicks,Detroit Pistons,18312
812,29/12/2021,Charlotte Hornets,Indiana Pacers,17608
813,29/12/2021,Los Angeles Lakers,Memphis Grizzlies,17794
814,29/12/2021,Oklahoma City Thunder,Phoenix Suns,17071
815,29/12/2021,Utah Jazz,Portland Trail Blazers,17828
816,29/12/2021,Dallas Mavericks,Sacramento Kings,16071
817,28/12/2021,Denver Nuggets,Golden State Warriors,18064
818,28/12/2021,Los Angeles Lakers,Houston Rockets,18104
819,28/12/2021,Washington Wizards,Miami Heat,19600
820,28/12/2021,New York Knicks,Minnesota Timberwolves,16339
